doc_title,id,is_gold,label,reliability,type
Demons (Fatboy Slim song),sent_51ae96c3435f,False," The song was released as a single from Slim's 2000 album ""Halfway Between the Gutter and the Stars"", and later appeared on Gray's 2004 greatest hits compilation ""The Very Best of Macy Gray"" as well as Slim's 2006 greatest hits compilation ""The Greatest Hits - Why Try Harder"".",0.8,Sentence
They Call the Wind Maria,sent_51b0eacddee6,False," Vaughan Monroe and his Orchestra recorded the song in 1951, and it was among the ""popular hit singles at the record stores"" that year.",0.8,Sentence
2009 US Open – Men's Singles,sent_51c092c38cd4,False,"Roger Federer was the five-time defending champion, but was defeated by Juan Martín del Potro in the final, 3–6, 7–6, 4–6, 7–6, 6–2.",0.8,Sentence
Skelly Oil,sent_520b27ab46c1,False," Skelly Oil became part of Getty Oil Company, Mission Oil Company, Tidewater Oil Company.",0.8,Sentence
Synkowce,sent_5223886a3361,False, It lies approximately 25 km north of Sokółka and 60 km north of the regional capital Białystok.,0.8,Sentence
J. D. Souther,sent_52e8d68c6efd,True, He has written and co-written songs recorded by Linda Ronstadt and the Eagles.,0.8,Sentence
One Particular Harbour,sent_53157c70caff,False,One Particular Harbour is the twelfth studio album by American popular music singer-songwriter Jimmy Buffett.,0.8,Sentence
Derrick Gainer,sent_531f34b2e760,False," Since his defeat to Marquez, Gainer lost in a challenge to WBA titleholder Chris John via unanimous decision.",0.8,Sentence
Mick Jagger,sent_535fb44c548a,False," Jagger gained press notoriety for his admitted drug use and romantic involvements, and was often portrayed as a countercultural figure.",0.8,Sentence
Oscar Peterson Plays George Gershwin,sent_53b050dcc387,False," Several tracks were included on the 1959 album ""Oscar Peterson Plays the George Gershwin Songbook"".",0.8,Sentence
Madurese language,sent_53b48ab99767,False," It was traditionally written in the Javanese script, but the Latin script and the Pegon script (based on Arabic script) is now more commonly used.",0.8,Sentence
Dyula language,sent_53b832183005,False," It is one of the Manding languages and is most closely related to Bambara, being mutually intelligible with Bambara as well as Malinke.",0.8,Sentence
Rejang script,sent_53fc7e46d0e5,False," Other scripts that are closely related, and sometimes included in the Surat Ulu group, are Kerinci and Lampung.",0.8,Sentence
Branko Tomović,sent_54162a8ac478,False," Tomovic has worked with internationally respected film directors as Ken Loach, Sönke Wortmann and Paul Greengrass.",0.8,Sentence
E. P. Thompson,sent_54559487da36,False,"Edward Palmer Thompson (3 February 1924 – 28 August 1993), usually cited as E. P. Thompson, was a British historian, writer, socialist and peace campaigner.",0.8,Sentence
Universal Soldier (1992 film),sent_54a861dc8cd2,False," ""Universal Soldier"" was released by TriStar Pictures on July 10, 1992.",0.8,Sentence
Linda Ronstadt,sent_5520e595866b,True,"Linda Maria Ronstadt (born July 15, 1946) is an American popular music and country music singer.",0.8,Sentence
Midnight Oil,sent_5576d5213f24,True," By late 1976, Garrett moved to Sydney to complete his law degree, and Farm changed its name to Midnight Oil by drawing the name out of a hat.",0.8,Sentence
Juan Manuel Márquez,sent_5605fccde88b,True,"Juan Manuel Márquez Méndez (born August 23, 1973) is a Mexican former professional boxer who competed from 1993 to 2014.",0.8,Sentence
Continental Celtic languages,sent_56b22126e275,False," The Continental Celtic languages were spoken by the people known to Roman and Greek writers as ""Keltoi"", ""Celtae"", ""Galli"" and ""Galatae"".",0.8,Sentence
Juan Manuel Márquez vs. Juan Díaz,sent_56c020994b0a,False, Marquez won the fight via technical knockout in the ninth round.,0.8,Sentence
Hawthorn Hall,sent_57398979da55,False,"Hawthorn Hall is a former country house in Hall Road, Wilmslow, Cheshire, England.",0.8,Sentence
Hank Zipzer's Christmas Catastrophe,sent_5762652fe201,False, The film is produced by Kindle Entertainment in association with Walker Productions and DHX Media with support from Screen Yorkshire’s Yorkshire Content Fund.,0.8,Sentence
Mexican Federal Highway 40,sent_5765086e1226,False,"Mexican Federal Highway 40, also called the ""Carretera Interoceánica"" (Interoceanic Highway), is a road beginning at Reynosa, Tamaulipas, just west of the Port of Brownsville, Texas, and ending at Mexican Federal Highway 15 in Villa Unión, Sinaloa, near Mazatlán and the Pacific coast.",0.8,Sentence
Arabs in India,sent_57addc69745a,False," Genealogically they are grouped as ""Indo-Arabs"" or ""Indians with Arab ancestry"".",0.8,Sentence
Juan Martín del Potro career statistics,sent_57dd6468005a,False," On January 11, 2010, Del Potro achieved a career high singles ranking of world No. 4 for the first time.",0.8,Sentence
"Fort Lee, New Jersey",sent_57eb83e63cf1,True, The borough is the western terminus of the George Washington Bridge and is located across the Hudson River from the Manhattan borough of New York City.,0.8,Sentence
Lipstick (1960 film),sent_57ecb99e9d9d,False," Pietro Germi reprised, with very slight modifications, the character he played in ""Un maledetto imbroglio"".",0.8,Sentence
Would You Like to Take a Walk?,sent_5802e0a4cc9c,False," The song has become a pop standard, recorded by many artists including Rudy Vallee in 1931, Annette Hanshaw in 1931 , and Bing Crosby.",0.8,Sentence
Jonathan Marray,sent_583cf308b087,True,"Jonathan ""Jonny"" Marray (born 10 March 1981) is a British tennis player and a Wimbledon Men's Doubles champion.",0.8,Sentence
Rated X (film),sent_587c8023ef2e,False,"Rated X is a 2000 American television film starring brothers Charlie Sheen and Emilio Estevez, with the latter also directing.",0.8,Sentence
Mr. Bean's Holiday,sent_588c06da50bf,False,"Mr. Bean's Holiday is a 2007 comedy film, directed by Steve Bendelack, music composed by Howard Goodall, produced by Peter Bennett-Jones, Tim Bevan and Eric Fellner, written by Hamish McColl and Robin Driscoll and starring Rowan Atkinson, Maxim Baldry, Emma de Caunes and Willem Dafoe.",0.8,Sentence
St. John's High School (South Carolina),sent_58a62883a4a7,False," St. John's school mascot is The Mighty Islanders, sporting royal blue and maroon as the school colors.",0.8,Sentence
Commedia all'italiana,sent_58b0376ffa88,False," It is widely considered to have started with Mario Monicelli's ""I soliti ignoti"" (""Big Deal on Madonna Street"") in 1958 and derives its name from the title of Pietro Germi's ""Divorzio all'italiana"" (""Divorce Italian Style"", 1961).",0.8,Sentence
Nazareth Area High School,sent_58e258990464,False," Student enrollment for the 2010-2011 school year was approximately 1,600 students.",0.8,Sentence
Switchfoot,sent_5966f6935635,True," The band's members are Jon Foreman (lead vocals, guitar), Tim Foreman (bass guitar, backing vocals), Chad Butler (drums, percussion), Jerome Fontamillas (guitar, keyboards, backing vocals), and Drew Shirley (guitar, backing vocals).",0.8,Sentence
Lisa Simpson,sent_596959dda85f,False,"Lisa Marie Simpson is a fictional character in the animated television series ""The Simpsons"".",0.8,Sentence
Insular Celtic languages,sent_59dcce5f420a,False,"Insular Celtic languages are a group of Celtic languages that originated in Britain and Ireland, in contrast to the Continental Celtic languages of mainland Europe and Anatolia.",0.8,Sentence
Young Romance (film),sent_5a4717b6cdc0,False,Young Romance is a 1915 American silent romance film directed and produced by George Melford.,0.8,Sentence
The Very Best of Macy Gray,sent_5a4e9bde31cf,False," It contains all singles from Gray's first three studio albums, as well as two previously unreleased tracks (the single ""Love Is Gonna Get You"" and a cover of Aerosmith's 1975 song ""Walk This Way""), three album tracks, three remixes, and the single ""Demons"", a collaboration with Fatboy Slim from his 2000 album ""Halfway Between the Gutter and the Stars"".",0.8,Sentence
Amazonian languages,sent_5a722c579b88,False, The region is inhabited by societies that share many cultural traits but whose languages are characterized by great diversity.,0.8,Sentence
Romans (2017 film),sent_5b7069667fa0,False," The film stars Orlando Bloom, Janet Montgomery, Charlie Creed-Miles, Anne Reid, Alex Ferns and Josh Myers.",0.8,Sentence
2013 BH Telecom Indoors – Doubles,sent_5bfdd653b600,False,Dustin Brown and Jonathan Marray were the defending champions but Marray decided not to participate.,0.8,Sentence
Cedar Ridge High School (Texas),sent_5c3e98728568,False," The school is the largest high school in the Round Rock Independent School District (RRISD), and in Central Texas with an enrollment of more than 3,000 students.",0.8,Sentence
Definitely Maybe,sent_5c7d6b8eba19,False, It is their only full album to feature original drummer Tony McCarroll.,0.8,Sentence
K. A. Applegate,sent_5cb652d44484,False,"Katherine Alice Applegate (born October 9, 1956 in Ann Arbor, Michigan) is an American young adult and children's fiction writer, best known as the author of the ""Animorphs"", ""Remnants"", ""Everworld"", and other book series.",0.8,Sentence
Joby Talbot,sent_5cff5bbd66ce,False,Joby Talbot (born 25 August 1971) is a British composer.,0.8,Sentence
"Młynarze, Maków County",sent_5d2a90f67e85,False, It lies approximately 25 km north-east of Maków Mazowiecki and 89 km north of Warsaw.,0.8,Sentence
St. John's High School (South Carolina),sent_5d3ce1ef28a4,False,"St. John's High School (SJHS) is a senior high school on Johns Island, South Carolina.",0.8,Sentence
Ask (The Smiths song),sent_5d5661ca469e,False," Credited to vocalist Morrissey and guitarist Johnny Marr, ""Ask"" is an upbeat, positive pop song built around major chords.",0.8,Sentence
Brett Scallions,sent_5d687ef92a86,True,"Brett Allen Scallions (born December 21, 1971) is an American musician.",0.8,Sentence
Tina Heath,sent_5da18d715931,False,Tina Heath is a British actress and former television presenter.,0.8,Sentence
The Testimony (1946 film),sent_5de493ad8987,False, The film was made at the Cines Studios in Rome.,0.8,Sentence
Taconic State Park – Copake Falls Area,sent_5df287fc43f1,False," The park hosts a campground, which is only open from May to December, and a cabin area, which is open year-round, with access to nearby skiing areas.",0.8,Sentence
Juan Manuel Márquez vs. Juan Díaz,sent_5e0a386cbb09,False,"Juan Manuel Márquez vs. Juan Diaz was a boxing lightweight title superfight, for the vacant WBO/WBA lightweight championship, and Marquez's ""The Ring"" lightweight title.",0.8,Sentence
Kool Kojak,sent_5e4fae600e3e,False," Kool Kojak was a featured producer on the Simon Cowell TV program X Factor and has appeared as himself on the Nickelodeon show ""Victorious"".",0.8,Sentence
Maroo Entertainment,sent_5e8b7f643531,False,"Maroo Entertainment Co., Ltd. () is a South Korean independent record label and entertainment agency.",0.8,Sentence
Read About It,sent_5ea90bb4dd4f,False,"""Read About It"" is the second single released by Australian rock band, Midnight Oil, from their 1982 studio album, ""10, 9, 8, 7, 6, 5, 4, 3, 2, 1"".",0.8,Sentence
Behind the Player: Duff McKagan,sent_5eadd7ce73f6,False,Behind The Player: Duff McKagan is an Interactive Music Video featuring Guns N' Roses and Velvet Revolver bassist Duff McKagan,0.8,Sentence
North Carolina Attorney General,sent_5f71689eac1b,False," The parameters of that duty have been the subject of some debate, when, for example, United States Attorney General Eric Holder suggested that state Attorneys General should not squander their state's resources in defense of laws they know to be unconstitutional.",0.8,Sentence
Would You Like to Take a Walk?,sent_5f7bb951c41c,True," Ella Fitzgerald and Louis Armstrong recorded the song for Decca in 1951, accompanied by the Dave Barbour Orchestra.",0.8,Sentence
Culture Clash in AmeriCCa,sent_5f86fed8418f,False,Culture Clash in AmeriCCa is a 2005 documentary film directed by Emilio Estevez.,0.8,Sentence
Thomas Newman,sent_5fa9c047e4bc,True,"Thomas Montgomery Newman (born October 20, 1955) is an American composer best known for his many film scores.",0.8,Sentence
Elizabeth Jagger,sent_5ff0b5725a40,False," She is the sister of James Leroy Augustin Jagger (born 1985), Georgia May Ayeesha Jagger (born 1992) and Gabriel Luke Beauregard Jagger (born 1997), and paternal half-sister of Karis Hunt Jagger (born 1970), Jade Sheena Jezebel Jagger (born 1971), Lucas Maurice Morad-Jagger (born 1999), and Deveraux Octavian Basil Jagger (born 2016).",0.8,Sentence
2011 BNP Paribas Primrose Bordeaux – Doubles,sent_6005a2d9e9d2,False,"Nicolas Mahut and Édouard Roger-Vasselin were the defending champions; however, Roger-Vasselin chose not to compete this year.",0.8,Sentence
Sports in New York (state),sent_60225ce8f825,False,"New York has two Major League Baseball teams, the New York Yankees (based in the Bronx) and the New York Mets (based in Queens).",0.8,Sentence
Commissioner v. Flowers,sent_603719fa2587,False," Where attorney preferred for personal reasons to live in a different state from the location of his employer's principal office, and his duties required frequent trips to that office, the evidence sustained Tax Court's finding that the necessary relation between expenses of such trips and the railroad's business was lacking.",0.8,Sentence
The Lorax (film),sent_609b834a176f,False," The film was released by Universal Pictures on March 2, 2012, on the 108th birthday of Dr. Seuss.",0.8,Sentence
Branko Tomović,sent_60ab565ac3cf,False, He is set to play the title character of Nikola Tesla in the upcoming bio-pic Tesla.,0.8,Sentence
Lyra Belacqua,sent_6112032dd2a5,False,"Lyra Belacqua , also known as Lyra Silvertongue, is the heroine of Philip Pullman's ""His Dark Materials"" trilogy.",0.8,Sentence
Juan Manuel Márquez vs. Juan Díaz II,sent_61c9409db278,False," Marquez, went to Diaz's hometown of Houston to face him at the Toyota Center in February 2009 in what turned out to be an all-action slugfest, one that Marquez won via ninth-round knockout.",0.8,Sentence
Bryan Schroder,sent_61e801981cb5,False,Bryan Schroder is an American attorney who is the Acting United States Attorney for the United States District Court for the District of Alaska.,0.8,Sentence
Jesse Stone: Thin Ice,sent_62767b676200,False,"Jesse Stone: Thin Ice is a 2009 American television crime drama film directed by Robert Harmon and starring Tom Selleck, Kathy Baker, and Kohl Sudduth.",0.8,Sentence
They Call the Wind Maria,sent_629284a1d470,False," It quickly became a runaway hit, and during the Korean War, the song was among the ""popular music listened to by the troops"".",0.8,Sentence
"New River (Broward County, Florida)",sent_6299ec88aa38,False, The river is connected to the Everglades through a series of man made canals.,0.8,Sentence
Dyula language,sent_62abcb7f46c7,False," It is a trade language in West Africa and is spoken by millions of people, either as a first or second language.",0.8,Sentence
King Arthur: Legend of the Sword,sent_630d46835b32,False," The film stars Charlie Hunnam as the eponymous character, with Jude Law, Àstrid Bergès-Frisbey, Djimon Hounsou, Aidan Gillen and Eric Bana in supporting roles.",0.8,Sentence
Va Va Voom,sent_63cdfd1e842e,False," The song was written by Minaj, Lukasz Gottwald, Allan Grigg, Max Martin, and Henry Walter, and it was produced by Dr. Luke, Kool Kojak, and Cirkut.",0.8,Sentence
Kraft Suspense Theatre,sent_641003d4c422,False," Writer, editor, critic and radio playwright Anthony Boucher served as consultant on the series.",0.8,Sentence
Chinese Australians,sent_6415b18f021b,False,Chinese Australians () are Australian citizens of Chinese ancestry.,0.8,Sentence
Mazatlán,sent_64421f0cb264,False,Mazatlán (] ) is a city in the Mexican state of Sinaloa.,0.8,Sentence
Matt Groening,sent_6636b671711f,False," He is the creator of the comic strip ""Life in Hell"" (1977–2012) and the television series ""The Simpsons"" (1989–present), ""Futurama"" (1999–2003, 2008–2013), and the upcoming ""Disenchantment"" (2018).",0.8,Sentence
Juan Manuel Márquez vs. Joel Casamayor,sent_66986cf94c41,False," In 2008 reigning lightweight Champion ""El Cepillo"" Casamayor met former two-division World Champion Juan Manuel ""Dinamita"" Márquez at the MGM Grand Garden Arena in Las Vegas for a 12-round championship bout.",0.8,Sentence
North Carolina Attorney General,sent_66a617b3bcb0,False, Attorney General opinions may be viewed online.,0.8,Sentence
Eliot Spitzer,sent_66edd71950ff,False," Prior to becoming attorney general, Spitzer worked for six years as a prosecutor with the office of the Manhattan district attorney and also worked as an attorney in private practice with several New York law firms.",0.8,Sentence
Danny Barcelona,sent_67b84b486dd2,False,"Danny Barcelona (July 23, 1929 – April 1, 2007) was a jazz drummer best known for his years with Louis Armstrong's All-Stars.",0.8,Sentence
Robin Driscoll,sent_67caf66d1303,False," He and Rowan Atkinson are close friends; he appeared with Rowan Atkinson in ""Laughing Matters"" (1992) - Visual Comedy, a documentary on the mechanics of visual humour.",0.8,Sentence
2009 US Open – Men's Singles,sent_67ed6c68f66c,False, This was del Potro's first major title.,0.8,Sentence
Deer Ridge Open Space,sent_680102fb74db,False," It shares borders with the Santa Monica Mountains National Recreation Area to the south, and the Los Robles Trail traverses the length of Deer Ridge Open Space.",0.8,Sentence
Arabs in India,sent_684c0a33e825,False, They claim their ancestry from Banu Assad.,0.8,Sentence
Interamerican Scout Jamboree,sent_687a0d9c6a2a,False,The Interamerican Scout Jamboree is the biggest event of the Interamerican Scout Region.,0.8,Sentence
Old Heidelberg (1915 film),sent_68a6b8271891,False,"Old Heidelberg is a 1915 American silent romance film directed by John Emerson and starring Wallace Reid, Dorothy Gish and Karl Formes.",0.8,Sentence
Mill Street Brewery,sent_68c01814d29d,False," During its first decade of operation, as an independent brewer, Mill St. won several awards including Golden Tap Awards for Best Toronto Microbrewery ('04-'08) and Best Toronto Beer (for Tankhouse Ale: '04-'07), and was named ""Canadian Brewery of the Year"" at the Canadian Brewing Awards in 2007, 2008, and 2009.",0.8,Sentence
Wilmslow Show,sent_691e9fb081ad,True,"Wilmslow Show is held at Wilmslow High School, Wilmslow, Cheshire, England, as a one-day event on a Sunday – usually the second Sunday in July.",0.8,Sentence
List of TVXQ concert tours in Japan,sent_69980b799a33,False," For the tour's finale, Tohoshinki performed in the Tokyo Dome, making them the third Korean music act, and the first Korean pop group, to do so.",0.8,Sentence
Cineriz,sent_69bcf207f2a9,False," The company catalogue counts also many movies directed by Federico Fellini, Gillo Pontecorvo, Luchino Visconti, Michelangelo Antonioni, Pier Paolo Pasolini, Pietro Germi, Roberto Rossellini and Vittorio De Sica.",0.8,Sentence
"Villa Unión, Santiago del Estero",sent_69c1787b0ec9,False,Villa Unión is a municipality and village in Santiago del Estero Province in Argentina.,0.8,Sentence
Lyra's Oxford,sent_6a45f18b34b9,False,"Lyra's Oxford is a short book by Philip Pullman depicting an episode involving the heroine of ""His Dark Materials"", Pullman's best-selling trilogy.",0.8,Sentence
Rejang script,sent_6a980b4d88b6,False, The Rejang script is sometimes also known as the KaGaNga script following the first three letters of the alphabet.,0.8,Sentence
Brooklyn Heights,sent_6b0a5c2a0112,False,Brooklyn Heights is an affluent residential neighborhood within the New York City borough of Brooklyn.,0.8,Sentence
Freddie Norwood,sent_6b376b1eab01,False," Among his notable defenses were a 9th-round KO over former WBC Featherweight Title holder Takashi Koshimoto, a unanimous decision victory over former WBO Featherweight Title holder Julio Pablo Chacón and former IBF and WBA Featherweight title holder Juan Manuel Márquez.",0.8,Sentence
Alan White (Oasis drummer),sent_6b44881601d5,False, He joined the band in May 1995 after the band's original drummer Tony McCarroll was removed from the band.,0.8,Sentence
Continental Celtic languages,sent_6b7ef96eddc5,False," ""Continental Celtic"" is a geographic, not a linguistic, grouping of the ancient Celtic languages.",0.8,Sentence
Taconic State Park – Copake Falls Area,sent_6b9d15ed7aaf,False," The park is open all around the year, with hours of sunrise to sunset and can change due to weather.",0.8,Sentence
Jack Marshman,sent_6bffad100dfd,False, He currently competes in Middleweight division in the Ultimate Fighting Championship(UFC).,0.8,Sentence
Stefan Edberg,sent_6c2be54a01fe,True, He also won the Masters Grand Prix and was a part of the Swedish Davis Cup-winning-team four times.,0.8,Sentence
Suicide Squad (soundtrack),sent_6cc70c31ba4e,False, The digital edition of the film score album contains eight bonus tracks.,0.8,Sentence
Ventu Park Open Space,sent_6ce27632d663,False," Alternatively, hikers can cross the Potrero Ridge and join the trail leading to Satwiwa, which again connects to Point Mugu through trails crossing the Santa Monica Mountains through the Big Sycamore Canyon.",0.8,Sentence
Ken Stott,sent_6d396620a25a,False,"Kenneth Campbell ""Ken"" Stott (born 19 October 1954) is a Scottish stage, television and film actor who won the Laurence Olivier Award for Best Actor in a Supporting Role in 1995 in the play ""Broken Glass"" at Royal National Theatre.",0.8,Sentence
Journal of Celtic Linguistics,sent_6dc51d5a1006,False," The journal is published by the University of Wales Press, but has specialist editors in all six Celtic languages.",0.8,Sentence
Get Smart,sent_6ddc04c30a92,False," Henry said that they created the show at the request of Daniel Melnick to capitalize on ""the two biggest things in the entertainment world today"": James Bond and Inspector Clouseau.",0.8,Sentence
Tivolis Koncertsal,sent_6de368db0425,True,"Tivolis Koncertsal is a 1,660-capacity concert hall located at Tivoli Gardens in Copenhagen, Denmark.",0.8,Sentence
Ask (The Smiths song),sent_6e44f1e9a720,False, Its lyrics touch on shyness and encourages the listener to release their inhibitions.,0.8,Sentence
A Night at the Chinese Opera,sent_6e7d07fcaa8e,False," Weir incorporated an early Chinese play of the Yuan dynasty, ""The Orphan of Zhao"", as the centrepiece of Act 2 of her opera.",0.8,Sentence
Wilbooks,sent_6e7f34a2e1ae,False," In 2009 Wilbooks (through Bruce Larkin) donated over 500,000 books to schools, teachers, and literacy organizations throughout the United States.",0.8,Sentence
Arabs in India,sent_6ef5f4c75a15,False,A small but recognizable people with Arab origins have over time settled in the India.,0.8,Sentence
Midnight Oil (album),sent_6f177a4e7a30,False," The lead single, ""Run By Night"", became the band's first minor hit in Australia and appeared on the Kent Music Report Singles Chart Top 100.",0.8,Sentence
Bryan Schroder,sent_6f428ef35ed2,False, He is President Donald Trump's nominee to become the U.S. Attorney for the District of Alaska.,0.8,Sentence
Kelvin Gastelum,sent_6f798b5776f3,False, Gastelum is currently competing as a middleweight and is ranked #8 in the UFC official middleweight rankings.,0.8,Sentence
Q (James Bond),sent_6fa65919dcba,True,Q is a fictional character in the James Bond films and film novelisations.,0.8,Sentence
E. P. Thompson,sent_704bef5eeb93,False," He also published the novel ""The Sykaos Papers"" and a collection of poetry.",0.8,Sentence
Louis Armstrong Hot Five and Hot Seven Sessions,sent_704cc2d256bc,False," According to the National Recording Registry, ""Louis Armstrong was jazz's first great soloist and is among American music's most important and influential figures.",0.8,Sentence
Taipei,sent_70af8abc8772,True, It is about 25 km southwest of the northern port city Keelung.,0.8,Sentence
Pietro Germi,sent_71145edeb145,True,"Pietro Germi (] ; 14 September 1914 – 5 December 1974) was an Italian actor, screenwriter, and director.",0.8,Sentence
Adrian Mannarino,sent_7121f93bcbfc,False," He has a career-high singles ranking of world No. 27 (July 2015) and was the singles runner-up in three ATP World Tour tournaments - Auckland, Bogotá and Antalya.",0.8,Sentence
Eric S. Pistorius,sent_71c3e03854b0,True," He used to be an attorney at law for his law firm and specialized in the areas of: personal injury, litigation, criminal defense, and collections.",0.8,Sentence
Patricia Kennedy Lawford,sent_71d3ee96f5e0,False,"Patricia Helen ""Pat"" Kennedy Lawford (May 6, 1924 – September 17, 2006) was an American socialite and the sixth of nine children of Rose and Joseph P. Kennedy Sr. She was a sister of President John F. Kennedy, Senator Robert F. Kennedy, and Senator Ted Kennedy.",0.8,Sentence
The Itchy &amp; Scratchy Show,sent_71ff43b50adc,False," ""The Simpsons"" also occasionally features characters who are involved with the production of ""The Itchy & Scratchy Show"", including Roger Meyers Jr. (voiced by Alex Rocco, and, later, Hank Azaria), who runs the studio and produces the show.",0.8,Sentence
Badlands Unlimited,sent_720a393a6db1,False," The press publishes texts by and with other artists in the form of paperbacks, ebooks, digital group exhibitions, a stone book, and other various media.",0.8,Sentence
Always Audacious,sent_727730727ee9,False," The film was released on November 14, 1920, by Paramount Pictures.",0.8,Sentence
Read About It,sent_728b831ac089,False," Very few other Midnight Oil songs have appeared so often (only ""Power and the Passion"", ""Beds Are Burning"", ""The Dead Heart"", and ""Say Your Prayers"" are ""known"" to have been performed so often).",0.8,Sentence
Ruddles Brewery,sent_72f187bbf3c3,False,Ruddles Brewery (G. Ruddle & Co) was an English brewery.,0.8,Sentence
Read About It,sent_735c9870932b,False," It was a favorite with the band and with fans, appearing at least once on every tour since its release and appearing at the WaveAid concert.",0.8,Sentence
Skrunda-1,sent_73a47f6ea1fb,False," It was the site of two Dnepr radar (NATO ""Hen House"") radar installations constructed in the 1960s.",0.8,Sentence
List of bus routes in Brooklyn,sent_73bc808ba816,False," Many of them are the direct descendants of streetcar lines (see list of streetcar lines in Brooklyn); the ones that started out as bus routes were almost all operated by the Brooklyn Bus Corporation, a subsidiary of the Brooklyn–Manhattan Transit Corporation, until the New York City Board of Transportation took over on June 5, 1940.",0.8,Sentence
2012 Wimbledon Championships – Men's Doubles,sent_746fbdf57352,False,"Bob Bryan and Mike Bryan were the defending champions, but lost to wildcards Jonathan Marray and Frederik Nielsen in the semifinals.",0.8,Sentence
Sam Alvey,sent_749b09314db6,False,"Samuel Alvey (born May 6, 1986) is an American mixed martial artist currently competing in the Middleweight division of the Ultimate Fighting Championship.",0.8,Sentence
Tina Heath,sent_74b069d3937e,False," In 1973, she played the title role in the popular children's television serial ""Lizzie Dripping"" after first playing the character in an episode of ""Jackanory Playhouse"" in 1972; her character was supposed to be 12 years old, but in fact Heath was already 20 at the time.",0.8,Sentence
Canned Laughter (sitcom),sent_74c4d8b1b156,False,"Rowan Atkinson presents...Canned Laughter was a one off ITV sitcom featuring Rowan Atkinson, broadcast on 8 April 1979.",0.8,Sentence
Branko Tomović,sent_75d5651c026b,False," In 2014, he played Jack Bauer's right-hand man, the mysterious and dangerous Belcheck, next to Kiefer Sutherland in 24: Live Another Day.",0.8,Sentence
Universal Soldier (franchise),sent_76258f8b49c8,True," The films centered on the character of Luc Deveraux (played first by Jean-Claude Van Damme and then by Matt Battaglia) until """", which focuses on a new protagonist named John (played by Scott Adkins).",0.8,Sentence
Jordan Aviation,sent_76711395fb9a,False, Jordan Aviation is an IATA member and an IOSA certificated airline.,0.8,Sentence
"St. John's College High School, Belize",sent_76eb55f97513,False," The High School exists to educate academically talented young men in a Jesuit environment of self-discipline, love of learning, and service to others.",0.8,Sentence
Kerry Kennedy,sent_776eb771aa14,False,"Mary Kerry Kennedy (born September 8, 1959) is an American human rights activist and writer.",0.8,Sentence
Corn School,sent_77c50647793d,False," Begun in 1906, it was originally started as a one-day festival for boys in the local corn growing classes to show off their products.",0.8,Sentence
Ralph Wiggum,sent_77de0fd13f67,False,"Ralph Wiggum is a recurring character on the animated series ""The Simpsons"", voiced by Nancy Cartwright.",0.8,Sentence
Eddy Arnold,sent_7817a897d987,False," A member of the Grand Ole Opry (beginning 1943) and the Country Music Hall of Fame (beginning 1966), Arnold ranked 22nd on Country Music Television's 2003 list of ""The 40 Greatest Men of Country Music.""",0.8,Sentence
Cargo 360,sent_782fffa5e494,False, Its main headquarters was Seattle-Tacoma International Airport.,0.8,Sentence
North Carolina Attorney General,sent_786f8da003f4,False," http://www.ncga.state.nc.us/Legislation/constitution/article3.html By statute, Attorney General's duties include providing legal representation and advice to all state agencies.",0.8,Sentence
2016 Hall of Fame Tennis Championships – Doubles,sent_7873f48bdbc6,False," Marray played alongside Adil Shamasdin, but lost in the final to Sam Groth and Chris Guccione, 4–6, 3–6.",0.8,Sentence
High Tech High North County,sent_7873fc3cd29d,False," Opening in 2007, with its initial class consisting of only 150 freshmen, the school has since expanded, with more than five hundred and fifty students attending.",0.8,Sentence
Nightmares (1983 film),sent_78bb4c0c3d19,True,"Nightmares is a 1983 American horror anthology film directed by Joseph Sargent, and starring Emilio Estevez, Lance Henriksen, Cristina Raines, Veronica Cartwright, and Richard Masur.",0.8,Sentence
Suicide Squad (soundtrack),sent_78c0f15246e9,False," A separate film score album, titled Suicide Squad (Original Motion Picture Score) and composed by Steven Price, was released on August 8, 2016, by WaterTower Music.",0.8,Sentence
Midnight Oil,sent_7902e1c4a4b7,False,"Midnight Oil (also known informally as ""The Oils"" to fans) are an Australian rock band, who originally performed as Farm from 1972 with drummer Rob Hirst, bass guitarist Andrew James and keyboard player/lead guitarist Jim Moginie.",0.8,Sentence
Billy Howle,sent_790f2baec140,False," He has since co-starred in the film, ""The Sense of an Ending"" (as the younger version of Jim Broadbent's lead character) and the miniseries ""The Witness for the Prosecution"" in the pivotal role of defendant, Leonard Vole.",0.8,Sentence
This Ain't a Love Song,sent_79382d4f210e,False,"“This Ain’t a Love Song” is the lead single from Bon Jovi’s 1995 album ""These Days"".",0.8,Sentence
Taipei,sent_7994e1288497,False,"Taipei ( ), officially known as Taipei City, is the capital and a special municipality of Taiwan (officially known as the Republic of China, ""ROC"").",0.8,Sentence
Saint Louis Blues (song),sent_79b9ed84e69a,False, It was also one of the first blues songs to succeed as a pop song.,0.8,Sentence
Mitre Department,sent_79d88f0a3436,False,Mitre Department is a department of Argentina in Santiago del Estero Province.,0.8,Sentence
Kool Kojak,sent_7a0018509dbc,True," Kool Kojak has written and produced for artists such as Sean Paul, Yelle, Waka Flocka Flame, Travis Barker, Dr. Seuss's The Lorax, Britney Spears, Jesse and Joy, Andy Milonakis, Icona Pop, N.A.S.A., Dirt Nasty, Lordz of Brooklyn, Ursula 1000, and Warren G.",0.8,Sentence
